-75,-52,61,-19;1
-20,88,34,8;1
25,-85,-11,53;1
51,-86,93,-51;0
40,4,96,-54;1
-52,37,-57,99;0
11,21,58,-16;1
-96,-22,36,6;1
-37,35,-52,94;1
-5,-12,-47,89;1
-61,34,69,-27;0
-31,30,31,11;1
-4,-53,34,8;0
80,91,53,-11;0
-11,-30,58,-16;0
-11,7,80,-38;0
67,74,0,42;1
29,32,-16,58;0
-8,-80,39,3;1
58,-2,3,39;0
-47,42,82,-40;1
-29,-45,17,25;1
90,3,-13,55;0
99,59,4,38;1
-11,19,57,-15;1
63,66,1,41;1
-28,8,22,20;1
20,-67,-52,94;1
8,-31,27,15;0
-30,7,-53,95;0
87,-80,-47,89;0
-65,-1,95,-53;0
-81,42,-25,67;1
75,-16,-42,84;1
-60,-86,-20,62;1
-36,-49,29,13;0
-95,-33,-36,78;1
28,79,-16,58;0
1,17,74,-32;1
41,77,56,-14;1
76,-60,52,-10;0
-14,26,52,-10;0
-75,-96,-13,55;1
5,-1,-36,78;0
-77,65,1,41;0
86,-76,-8,50;1
5,-52,25,17;0
64,71,28,14;0
-5,-20,50,-8;0
-29,-50,85,-43;0
13,64,23,19;0
0,-46,35,7;0
-68,97,-52,94;0
-40,67,24,18;0
94,-14,-46,88;1
-35,-46,17,25;0
92,-89,-13,55;0
-53,-55,-30,72;1
3,8,-12,54;0
49,-38,95,-53;1
98,-61,100,-58;0
-73,94,85,-43;1
-24,19,-36,78;1
66,-8,47,-5;0
83,17,46,-4;1
-48,42,96,-54;1
-18,88,-33,75;0
-83,53,-24,66;1
71,64,85,-43;1
-60,12,21,21;1
-1,82,-37,79;1
-56,32,35,7;0
8,91,7,35;0
3,34,56,-14;1
99,59,4,38;0
13,41,-37,79;0
-89,-76,60,-18;0
-81,-26,58,-16;0
95,2,82,-40;1
99,-53,-37,79;0
-61,33,42,0;0
22,-19,-29,71;1
63,66,1,41;0
-55,89,-7,49;1
3,99,66,-24;0
-97,6,70,-28;1
-8,-80,39,3;0
77,-23,14,28;0
-48,42,96,-54;0
83,88,32,10;0
-82,-62,10,32;0
-31,30,31,11;0
93,40,100,-58;1
13,-54,58,-16;1
11,21,58,-16;0
86,-76,-8,50;0
9,-86,95,-53;1
49,-38,95,-53;0
3,33,33,9;0
-39,-56,30,12;0
62,38,65,-23;1
47,62,-1,43;0
64,-1,69,-27;0
-96,-22,36,6;0
67,46,38,4;1
64,-1,69,-27;1
-10,-5,0,42;0
26,-41,-49,91;1
-66,-32,21,21;1
20,-67,-52,94;0
98,-93,-39,81;1
48,-64,100,-58;0
99,-25,40,2;0
-18,-21,92,-50;0
-2,-73,-20,62;0
-39,-56,30,12;1
15,-3,-17,59;0
3,33,33,9;1
-57,-56,44,-2;1
-5,-24,82,-40;0
35,47,-20,62;1
3,-16,91,-49;1
-75,-32,14,28;1
13,-54,58,-16;0
64,-31,7,35;0
-95,26,49,-7;1
22,-19,-29,71;0
81,63,-2,44;0
-11,3,65,-23;0
-27,-49,6,36;1
-22,-73,98,-56;0
13,41,-37,79;1
-20,-56,20,22;0
-99,-96,65,-23;0
-18,74,39,3;0
-43,-29,-2,44;0
-53,-91,-56,98;0
47,-69,-9,51;0
-99,65,-24,66;0
-10,-7,-17,59;0
73,-73,-33,75;0
-3,15,88,-46;1
26,-41,-49,91;0
-72,89,-10,52;1
33,28,53,-11;0
-5,-12,-47,89;0
3,63,51,-9;0
-1,82,-37,79;0
-14,-27,-51,93;1
2,-8,9,33;1
6,67,21,21;1
67,46,38,4;0
-20,88,34,8;0
-95,-33,-36,78;0
46,46,95,-53;0
29,94,81,-39;1
25,-53,-1,43;0
44,-27,-31,73;1
-10,-5,0,42;1
1,17,74,-32;0
-16,87,76,-34;1
71,97,52,-10;0
99,-25,40,2;1
32,75,67,-25;0
-92,86,-26,68;0
-80,59,51,-9;0
-51,-70,-20,62;0
-75,-52,61,-19;0
15,-3,-17,59;1
53,28,-11,53;1
-32,-15,45,-3;1
-17,88,51,-9;1
-96,68,39,3;0
100,43,-7,49;1
-67,-76,52,-10;1
-92,86,-26,68;1
6,-86,-18,60;1
-46,-45,99,-57;0
79,85,-44,86;0
-70,25,29,13;0
-14,-27,-51,93;0
-40,13,27,15;1
-46,-45,99,-57;1
-77,86,27,15;0
-58,50,-19,61;0
34,-53,17,25;0
-14,-98,24,18;1
-57,-9,-15,57;0
4,90,9,33;1
32,-25,-8,50;1
-23,60,33,9;0
47,-69,-9,51;1
-94,-58,-43,85;1
4,90,9,33;0
0,0,-26,68;0
66,-63,96,-54;0
15,54,10,32;1
-69,10,18,24;1
79,85,-44,86;1
-46,28,97,-55;1
1,-39,86,-44;1
72,37,-26,68;0
-28,8,22,20;0
-48,13,14,28;0
-77,86,27,15;1
-1,48,43,-1;1
40,-68,40,2;0
-91,99,-36,78;0
-33,43,-6,48;1
6,67,21,21;0
51,-98,-55,97;1
-92,87,11,31;1
47,0,3,39;1
-20,-56,20,22;1
-30,7,-53,95;1
27,-9,70,-28;0
29,32,-16,58;1
-8,-46,98,-56;1
31,26,-34,76;1
-71,31,14,28;0
1,-39,86,-44;0
-11,7,80,-38;1
-38,96,-4,46;0
-59,-18,85,-43;1
-76,-98,43,-1;0
19,-32,-8,50;0
70,63,-53,95;0
-52,37,-57,99;1
-46,28,97,-55;0
-65,-1,95,-53;1
58,-2,3,39;1
67,-61,-18,60;0
33,28,53,-11;1
19,-32,-8,50;1
70,63,-53,95;1
-33,43,-6,48;0
-43,-89,51,-9;0
90,3,-13,55;1
-91,99,-36,78;1
-61,34,69,-27;1
-81,42,-25,67;0
-41,-11,-50,92;1
47,0,3,39;0
6,-86,-18,60;0
73,2,-3,45;1
73,-56,3,39;0
73,-73,-33,75;1
-38,96,-4,46;1
-36,-49,29,13;1
-97,99,-15,57;1
-84,100,62,-20;1
82,17,-20,62;1
-7,-29,86,-44;0
-43,-89,51,-9;1
20,-20,35,7;0
31,-85,18,24;1
-70,25,29,13;1
-86,19,76,-34;0
-21,18,14,28;0
-11,-30,58,-16;1
-1,48,43,-1;0
24,42,32,10;0
-84,53,-5,47;0
83,34,-20,62;0
64,-31,7,35;1
8,-31,27,15;1
32,-25,-8,50;0
83,17,46,-4;0
-3,15,88,-46;0
81,63,-2,44;1
51,-86,93,-51;1
18,95,12,30;0
-21,18,14,28;1
-4,-53,34,8;1
42,-2,-46,88;0
62,38,65,-23;0
-23,88,-25,67;0
-76,-98,43,-1;1
63,56,81,-39;1
63,56,81,-39;0
-60,12,21,21;0
-11,3,65,-23;1
91,-39,-10,52;0
27,-9,70,-28;1
80,91,53,-11;1
-42,-23,-12,54;0
-19,66,-1,43;0
64,71,28,14;1
-99,4,-12,54;0
-80,43,60,-18;1
-43,-29,-2,44;1
73,2,-3,45;0
-83,53,-24,66;0
9,-86,95,-53;0
2,-8,9,33;0
-38,-48,86,-44;1
-44,37,8,34;0
-67,-76,52,-10;0
-37,42,-23,65;1
47,36,33,9;1
-27,-49,6,36;0
-53,34,-50,92;0
-18,74,39,3;1
3,-16,91,-49;0
-83,-10,50,-8;0
-71,31,14,28;1
-75,-32,14,28;0
52,-66,-30,72;0
-18,15,23,19;1
-24,19,-36,78;0
95,-68,-35,77;1
-5,-24,82,-40;1
3,34,56,-14;0
66,-63,96,-54;1
-6,86,51,-9;1
-40,67,24,18;1
-72,89,-10,52;0
-69,10,18,24;0
-40,13,27,15;0
5,-52,25,17;1
61,-71,2,40;0
87,-80,-47,89;1
-12,31,20,22;0
3,63,51,-9;1
51,-98,-55,97;0
-55,89,-7,49;0
25,-53,-1,43;1
82,17,-20,62;0
-12,31,20,22;1
-99,65,-24,66;1
35,47,-20,62;0
-92,87,11,31;0
15,6,-33,75;1
34,55,17,25;1
44,-27,-31,73;0
-32,-15,45,-3;0
-49,-79,37,5;1
-97,6,70,-28;0
-77,65,1,41;1
-94,-58,-43,85;0
53,28,-11,53;0
-35,26,92,-50;1
41,77,56,-14;0
-58,50,-19,61;1
100,43,-7,49;0
-37,35,-52,94;0
-14,-98,24,18;0
13,64,23,19;1
-23,60,33,9;1
71,97,52,-10;1
97,-26,68,-26;1
-42,-23,-12,54;1
-60,-86,-20,62;0
-53,-55,-30,72;0
-51,-70,-20,62;1
0,0,-26,68;1
-23,88,-25,67;1
32,75,67,-25;1
39,-38,44,-2;0
-17,88,51,-9;0
28,79,-16,58;1
-73,94,85,-43;0
11,77,89,-47;0
-5,-20,50,-8;1
24,42,32,10;1
-29,-50,85,-43;1
76,-60,52,-10;1
92,-89,-13,55;1
-19,66,-1,43;1
19,13,76,-34;1
40,-68,40,2;1
67,-61,-18,60;1
-80,59,51,-9;1
-68,97,-52,94;1
63,-15,5,37;1
-14,26,52,-10;1
-57,-9,-15,57;1
94,-43,53,-11;1
5,-1,-36,78;1
-35,-46,17,25;1
8,-73,99,-57;1
0,-46,35,7;1
-24,60,-56,98;1
-96,68,39,3;1
-6,-67,62,-20;1
34,-53,17,25;1
-53,-91,-56,98;1
-86,-83,27,15;1
-57,21,-33,75;1
75,4,55,-13;1
-69,-81,61,-19;1
-88,14,44,-2;1
-70,-25,-1,43;1
65,14,95,-53;1
-86,-40,-44,86;0
15,6,-33,75;0
-97,99,-15,57;0
62,-58,67,-25;0
-8,-46,98,-56;0
-72,-56,80,-38;0
47,36,33,9;0
-38,-48,86,-44;0
-83,25,14,28;0
95,-68,-35,77;0
-80,43,60,-18;0
30,-27,12,30;0
34,-57,-36,78;0
-41,-11,-50,92;0
-49,-85,97,-55;0
-37,42,-23,65;0
91,76,64,-22;0
-12,-49,57,-15;0
-57,21,-33,75;0
-84,100,62,-20;0
56,0,-23,65;0
-18,15,23,19;0
-67,12,83,-41;0
94,-43,53,-11;0
-37,-74,-6,48;0
31,-85,18,24;0
56,50,-18,60;0
34,55,17,25;0
-6,86,51,-9;0
56,-38,9,33;0
-17,18,-43,85;0
75,4,55,-13;0
29,76,32,10;0
-56,6,78,-36;0
-43,-55,-1,43;0
-88,14,44,-2;0
79,-83,-45,87;0
-70,-25,-1,43;0
-4,-48,-36,78;0
-86,-83,27,15;0
-75,36,-18,60;0
65,14,95,-53;0
93,27,74,-32;0
-49,-79,37,5;0
19,13,76,-34;0
-61,-3,51,-9;0
-69,-81,61,-19;0
41,20,94,-52;0
-24,60,-56,98;0
-72,-30,69,-27;0
94,54,13,29;0
-6,-67,62,-20;0
-78,-57,16,26;0
77,91,79,-37;0
-5,16,-34,76;0
9,-44,5,37;0
97,-26,68,-26;0
8,-73,99,-57;0
-35,26,92,-50;0
63,-15,5,37;0
